Gene,ETOH_DMSO_R1,ETOH_MRTX_R1,Tam_DMSO_R1,Tam_MRTX_R1,ETOH_DMSO_R2,ETOH_MRTX_R2,Tam_DMSO_R2,Tam_MRTX_R2
Slc39a6,9.092866106,9.18026288,9.811969146,9.678000423,9.442109858,9.489775242,9.77064223,9.611049155
Slc39a7,10.0425828,9.59999201,9.562826719,9.269830901,9.400477722,9.239748736,9.374366638,9.210646223
Slc39a8,12.30538871,12.74326938,12.71938807,13.27077325,12.02498251,12.68323033,12.86418415,13.44752601
Slc39a9,11.19075245,10.96024555,10.85888636,10.68654043,10.67500371,10.61388867,10.78078103,10.90227358
Slc3a1,3.411056229,4.101526745,4.16947533,5.052254449,3.961555469,3.788767283,4.047929096,5.465769876
Slc3a2,13.47182778,12.87475659,12.02527877,12.35818068,13.19515578,12.6170534,12.0971087,12.2138781
Slc40a1,11.07807768,10.03867844,9.186326746,8.691718281,10.23959426,10.01891073,9.302637616,8.921680609
Slc41a1,10.78163629,10.47730981,9.754782942,9.148649641,9.873811054,9.572455734,9.697307388,9.504776102
Slc41a2,7.918456519,6.994119666,6.377463104,6.249584441,7.397987502,6.59488819,6.470743494,6.37469073
Slc41a3,2.074650594,2.264203111,0.959126774,3.289309488,1.624219046,2.305928457,2.443642934,2.842080403
Slc43a2,7.004795122,7.927766032,9.141206137,9.548721507,7.27727514,7.88092376,9.350033241,9.779684436
Slc44a1,11.72209379,11.56683955,11.31797272,11.18652144,11.4470255,11.49420038,11.36060625,11.36451727
Slc44a2,12.02756371,12.34111708,12.56498309,12.92172466,11.4231515,11.82154242,12.62403107,13.04371982
Slc44a3,10.88817949,10.36735995,9.833029462,10.07357507,10.14855121,10.03662922,9.876653437,10.14124638
Slc44a4,11.7152182,11.31444354,11.14531474,10.94315455,11.79360745,11.61977179,11.14771364,11.02085856
Slc45a3,9.298209831,9.054313043,9.887252714,9.495142278,9.536169249,8.97719152,9.857792188,9.539369187
Slc45a4,9.420478765,9.660578241,10.27247797,9.783930771,9.811641706,9.769529006,10.06484106,9.981858983
Slc46a1,7.206532731,7.852594075,8.335163822,8.502968753,8.012456536,8.072803585,8.507720064,8.667083796
Slc46a3,9.061404551,9.455053307,9.67037738,10.59945238,9.292015834,9.515275129,9.98807576,10.77958719
Slc48a1,10.79038558,10.83965497,10.57711037,10.69335354,10.36905903,10.12082021,10.5609504,10.67690277
Slc49a4,7.277950753,7.73516245,8.230213098,9.334454075,7.533902743,7.862701074,8.59313662,9.197709767
Slc4a11,8.899385723,8.520125235,10.33497663,9.74347232,9.215737923,8.499663777,10.65830055,9.741567435
Slc4a1ap,9.931485145,9.999007006,10.07321961,10.16586618,10.16565649,10.15740953,10.0528298,10.09082679
Slc4a2,11.60745216,11.74527925,12.50391538,12.48948287,11.60921906,11.71891516,12.44835179,12.49644989
Slc4a3,4.679681785,5.57281851,6.763293909,7.629228093,4.225228331,5.406706254,6.793029513,7.455639066
Slc4a4,13.55453216,13.21013707,12.1474002,11.95098422,12.42179396,12.4778279,12.07500873,12.20070058
Slc4a5,1.651506794,5.058882069,3.624053349,5.134656606,1.624219046,4.228961122,3.840000937,5.821067258
Slc4a7,10.93548694,10.59640619,10.62360882,9.769496089,10.36564695,10.52495051,10.39960007,9.877566443
Slc4a8,6.051356531,5.32156277,6.166112061,5.1741574,5.611860108,5.189970893,5.275795355,4.952853574
Slc4a9,2.401420696,2.264203111,3.096441072,2.292970411,1.624219046,2.568292345,2.937383043,3.419073943
Slc50a1,8.30294746,8.170894956,7.7816142,8.187835733,8.334430864,8.149967598,7.696733629,7.963383593
Slc51a,2.401420696,5.138937712,3.509120784,5.1741574,5.226823237,6.337770497,3.72359965,5.775361109
Slc52a2,8.388413764,8.474568839,8.658728145,8.929568938,8.913235953,8.803384332,8.847227014,9.015587273
Slc52a3,8.637602078,8.952757836,9.204910676,9.28118137,9.279982481,8.874832704,9.391159064,9.310162661
Slc5a3,10.23047167,9.124818917,8.750138927,7.784052717,9.153783606,8.94867962,8.520859419,8.322400128
Slc5a5,3.791782327,3.25682234,3.922387411,4.213571538,3.374675903,3.441236399,3.94770773,3.830110394
Slc5a6,8.237912757,8.107641065,8.753298858,8.691718281,8.415868612,8.169866196,8.91182581,9.022940045
Slc5a9,8.293130962,6.972433002,8.170007015,7.876752971,7.772463911,7.519239806,8.467568368,8.193663686
Slc66a1,7.174808502,7.922120608,8.498485172,9.00544004,8.243169727,8.301963689,8.605523858,8.743251726
Slc66a2,11.67136865,11.2186759,11.3589991,11.4169949,11.63873123,11.40362111,11.44286874,11.2682898
Slc6a14,9.140177856,10.98685483,11.48789421,12.10646456,8.974252075,10.83563062,11.48146549,12.17892419
Slc6a15,8.883118244,9.074811618,7.967232372,8.230617008,8.140428886,8.620268053,8.032641079,8.294318322
Slc6a19,1.651506794,1.94595129,0,0.981969675,0,2.790205635,1.077266385,0
Slc6a6,11.92561913,11.78158479,11.58552977,10.86911732,11.21644474,11.3468488,11.46172851,11.32788175
Slc6a8,10.33821936,10.4569564,10.23227828,10.60759031,10.24207747,10.35936608,10.19622849,10.58302328
Slc6a9,11.69625599,11.17484029,9.979187707,9.574782947,11.06969086,10.57710702,9.943233187,9.690152434
Slc7a1,12.6866961,12.22526636,12.10040529,10.90624434,12.24706795,11.93816783,11.89076472,11.20343591
Slc7a11,12.50727731,11.35009305,11.14049583,10.01495473,11.84678568,11.10151514,11.03698728,10.48704434
Slc7a2,3.086725277,3.1056412,2.516182617,2.554785542,3.051308336,2.790205635,3.304550997,3.009353972
Slc7a3,2.074650594,2.264203111,3.624053349,4.135676331,2.857634183,2.982491259,2.937383043,3.159232406
Slc7a4,6.401272396,6.285934293,6.457138174,6.487672505,5.729792332,5.735233492,6.396648708,6.547789087
Slc7a5,12.52651903,12.02979625,11.16146074,9.669387555,12.40249879,11.79616185,11.02166296,9.908330567
Slc7a6,11.30384166,11.02026672,11.26968959,10.74345142,10.98104625,10.91956206,11.21729939,10.79970343
Slc7a6os,10.12097582,9.962345385,10.2243299,10.21994989,10.46677894,10.14991508,10.21521336,10.02521862
Slc7a7,10.28596999,10.71460394,10.99391683,11.38473742,10.48471448,10.78411487,10.95384802,11.26674219
Slc7a9,5.769253294,5.882870983,1.938247551,2.292970411,6.581430141,7.088643161,0,0.911886927
Slc8a1,1.651506794,2.264203111,2.927693521,0,0,1.985005555,2.114401213,1.865726534
Slc8b1,8.469098902,8.332836372,8.339375346,8.903365215,8.315691884,8.301963689,8.525212745,8.651355481
Slc9a1,11.24776972,10.86267856,10.41397457,9.915032992,10.41159438,10.20760534,10.23262124,10.15469678
Slc9a2,3.899224286,3.25682234,6.532642403,6.390403164,4.225228331,3.888207015,6.807398979,6.195414318
Slc9a4,6.205840935,6.420154806,9.232345286,9.024475906,6.812848029,6.968816048,9.559784743,9.395722883
Slc9a5,7.999167332,7.715714594,7.7816142,7.997274416,7.484422831,7.256227083,7.836410268,7.701504803
Slc9a6,11.05865378,10.78316283,10.89724355,10.63615902,10.88103056,10.84648959,10.91290384,10.90360194
Slc9a8,9.781578261,9.93317242,10.12292725,10.27321647,9.796516516,9.743208148,10.25769155,10.32893732
Slc9b2,3.411056229,2.74541698,2.927693521,1.560871642,2.857634183,2.790205635,2.443642934,1.865726534
Slco1a5,5.769253294,6.3877521,5.619142202,5.579170788,5.729792332,6.50375372,5.606781859,5.465769876
Slco2a1,10.64553043,11.28725338,12.02854275,12.24361926,10.37924711,10.98209418,11.97909802,12.30842345
Slco4a1,8.081316192,6.916745745,8.141348873,7.479611796,6.988758792,6.209060134,8.161276978,7.927267179
Slco4c1,10.16604519,9.675754854,8.964346993,9.487323043,8.816582206,9.368019959,9.202902835,9.471126102
Slf1,8.965774183,8.870141193,9.190995219,8.559995869,8.894416299,9.232671067,9.110318866,8.809943042
Slf2,11.09512653,10.57677801,10.81721845,10.34960102,10.28966487,10.27575755,10.7952724,10.5511695
Slfn2,4.953387349,5.483646022,4.16947533,4.77237795,3.222033221,4.504411093,4.141638214,4.778478916
Slfn4,2.074650594,3.1056412,4.505576862,4.357777476,1.624219046,2.982491259,3.72359965,4.41106072
Slfn9,5.381653748,6.35460488,6.166112061,5.212605428,3.374675903,4.565775125,6.377514762,5.376749427
Slirp,9.329762177,9.439330059,9.591358468,9.763034023,10.00826013,9.952972426,9.607781567,9.51871303
Slit2,8.126240175,8.082554583,8.031112036,7.303787988,7.389052179,7.503644129,7.584405475,7.038509734
Slitrk5,1.651506794,2.524781453,4.380368515,4.424812223,2.368909375,2.568292345,4.465363955,3.159232406
Slk,12.78102149,12.53018634,13.16914451,12.69906102,12.49284862,12.43530338,13.06888989,12.90949784
Slmap,12.69370864,12.12347867,12.46252318,12.06733516,12.06690609,12.01029968,12.43539957,12.29987357
Slpi,2.401420696,3.393653009,4.091721638,5.918500073,2.633868519,4.068621226,3.94770773,5.576514623
Sltm,11.53745723,11.47680371,11.46494873,11.23168314,12.018841,11.71511137,11.47922345,11.12531758
Slu7,10.65034444,10.66476644,10.47553904,10.73851919,10.51685725,10.42500189,10.52770713,10.81954303
Slurp1,1.651506794,0.964193439,3.096441072,2.968297496,0,0,3.596975923,3.419073943
Slx1b,8.557860312,8.553372651,7.502468774,7.894599098,8.182407223,8.23742632,7.625533912,7.900904721
Slx4,7.52440974,7.77954651,8.607266373,8.008244471,7.517597271,7.5725341,8.48107681,8.465982207
Slx4ip,9.201814084,9.072265168,9.126659275,8.738582116,8.558178911,8.784148711,9.011383456,9.032685809
Smad2,11.65133708,11.47776613,11.47071941,11.37523564,11.33109799,11.40729274,11.46116061,11.46240778
Smad3,11.76976921,11.52648247,11.29971771,10.98053718,11.02928772,10.98771048,11.22668542,11.13665898
Smad4,12.43407163,12.12224824,11.69844568,11.45256829,11.97584864,11.9099758,11.61203286,11.59863513
Smad5,11.08662729,10.96780056,10.65857856,10.6308453,10.5908086,10.63998093,10.61300505,10.69696051
Smad6,8.978080428,9.516286748,9.020504729,8.691718281,9.350721587,9.410454353,8.938183102,8.792840329
Smad7,11.07593234,10.9261023,10.53274576,9.979161715,10.8166815,10.64709652,10.65830055,10.16359454
Smad9,5.049815368,6.557583241,6.836630304,6.69197826,4.963469991,6.59488819,6.338468319,7.057728729
Smagp,11.83718635,11.37355159,10.83820283,10.90110372,11.76324245,11.22315488,10.97707387,10.77087933
Smap1,11.06803868,10.88968583,10.45627789,10.72943275,10.82581535,10.7784557,10.53203987,10.69081855
Smap2,9.367671792,9.269664788,9.366332483,9.165897372,9.16952339,9.144914634,9.211032229,9.173687385
Smarca1,3.675690319,5.286840491,2.516182617,3.289309488,2.857634183,4.624635221,2.711532574,3.916866015
Smarca2,6.741601621,7.302962945,6.472558456,6.471909577,6.432840024,6.887031219,5.87582376,6.312046534
Smarca4,12.28788615,12.28723923,12.49001275,12.16706695,12.08119218,12.05912864,12.49070482,12.32239607
Smarca5,12.28231461,12.13998758,12.08041552,11.78270287,12.13027559,12.24500561,12.02785025,11.81173385
Smarca5-ps,3.257985693,3.393653009,3.624053349,1.9728693,3.051308336,3.681962772,3.72359965,2.842080403
Smarcad1,9.537354122,9.634923619,9.97648618,9.813937809,9.411550554,9.853438186,9.920278151,9.973028454
Smarcal1,9.618206014,9.506888681,9.202600734,9.237566124,9.083520915,9.127213066,9.189251213,9.372886957
Smarcb1,10.33583066,10.78782658,10.82924687,10.85930573,10.81751424,10.82311946,10.77895933,10.88017708
Smarcc1,11.40244275,11.4782471,11.7344688,11.16401238,11.12791447,11.37283411,11.69358802,11.44106867
Smarcc2,10.89062275,10.94710208,11.42389449,11.03452005,10.59954952,10.70790492,11.40793355,11.38415824
Smarcd1,8.660689762,8.972010501,8.756451883,9.12112245,8.92564737,8.916651669,9.089892053,9.128958394
Smarcd2,10.7577447,10.96711537,10.81646333,10.99990227,10.84472855,10.90405314,10.77622246,10.9729434
Smarcd3,7.401876568,8.213116112,7.775410629,8.225925701,7.525773042,7.922569057,7.931313653,8.210934727
Smarce1,10.87590069,11.03929687,11.1786038,11.26579338,11.01629012,11.12655015,11.21797185,11.23015192
Smarce1-ps1,3.899224286,4.179312381,4.777983455,3.966006149,3.861746085,4.30290867,4.788728556,4.219563117
Smbd1,5.225254485,6.586423234,3.096441072,4.919092435,6.267169922,6.735046796,4.229630007,4.682693114
Smc1a,11.60249263,11.60257319,11.65897491,11.30357534,11.29985507,11.56494164,11.73222883,11.4460913
Smc2,10.86185721,10.72598908,11.10877436,10.09302699,10.77613376,10.88687367,11.10400097,10.24234767
Smc3,12.29097217,11.86707367,11.86106329,11.36032957,11.88859466,11.85956118,11.79035221,11.50240948
Smc4,12.42847755,12.05484169,11.98417979,11.44955328,12.18195333,12.08162461,12.02170114,11.52890453
Smc5,10.30441221,10.20365991,10.35175162,10.11729545,9.907052147,10.11313274,10.34523896,10.1932257
Smc6,11.47044038,11.34377248,11.61882698,11.26579338,11.30935839,11.45621956,11.51851073,11.37269356
Smchd1,10.87260862,10.75723912,10.66698071,10.08657211,10.22711369,10.45673293,10.6170894,10.44204462
Smco4,5.265972325,6.669637464,6.836630304,7.997274416,5.812316981,6.337770497,6.488687499,7.749572163
Smcr8,10.55395901,10.1551535,10.10201039,9.798222457,9.476260088,9.487794916,10.13630503,10.14124638
Smdt1,11.0175137,10.99023106,11.03928091,11.43336593,11.48944579,11.31983036,11.06715607,11.20881884
Smg1,12.54602422,11.87440063,11.4654305,10.46158841,10.77356129,10.75394746,11.22735352,11.11904159
Smg5,11.26356511,11.0810602,11.48789421,11.37946638,11.05987161,10.95296239,11.43131742,11.43923792
Smg6,10.29337519,9.888999815,9.85231396,9.596752637,9.270283007,9.265407111,9.706920253,9.865347441
Smg7,12.269543,11.46180348,11.17566259,10.62105236,11.32291068,10.94287868,11.17982293,10.86798026
Smg8,10.05715657,9.843431894,10.021738,9.672838875,9.743170348,9.762993674,10.06334511,9.847513035
Smg9,9.070053242,9.064598737,8.92565609,9.069686359,9.035657565,8.831765266,9.032944161,9.142523301
Smim1,8.451554794,8.628094022,7.257438587,7.356247308,7.872017786,8.154968037,6.793029513,7.278573327
Smim10l1,9.805944753,10.25171408,10.52352168,11.05648512,10.20182391,10.78169223,10.64235791,10.97357599
Smim11,8.424832002,8.439431936,8.174728511,8.459667978,8.79644939,8.751508191,7.995472266,8.34212909
Smim12,7.819346728,8.45515408,8.759598033,9.360370461,8.680397705,8.922528068,8.84025579,9.022940045
Smim13,9.705907741,9.970573303,9.85378676,9.869136482,9.838145521,10.09893178,9.724063629,9.878917744
Smim14,12.2029492,11.92361409,12.13987448,12.663506,12.31350822,12.1842423,12.2688642,12.47561201
Smim15,11.17413468,11.068977,11.35067802,11.19194392,11.64952757,11.66077775,11.38296562,11.07845081
Smim19,7.040438432,8.015211786,8.102230389,8.499085585,8.166808134,8.21844409,8.062899943,8.330324117
Smim20,9.80248892,9.728458802,9.332928467,9.881121239,9.872208878,9.830181261,9.593342138,9.765142987
Smim22,8.455960863,8.766841698,8.698615433,9.269830901,9.083520915,9.341946996,8.555323674,8.960490499
Smim24,5.418240879,5.388596566,4.964040444,5.212605428,5.812316981,5.680800068,4.667934831,5.376749427
Smim26,8.185811805,7.852594075,7.36049575,7.732064046,8.357517413,8.139914423,7.453479469,7.626260672
Smim27,4.953387349,5.513986738,5.619142202,6.356466003,5.701200683,6.067731959,5.468952542,6.068517243
Smim29,8.351052353,8.051863397,7.854048053,8.294742158,8.691342182,8.06219603,7.843400054,8.206636311
Smim3,10.17409047,9.840442011,9.983230536,10.246829,10.3769893,10.12719528,9.838681084,9.934558904
Smim30,10.02637975,10.41235032,10.49454641,11.37735256,10.3507673,10.6933711,10.68188896,11.13722372
Smim31,2.667674102,3.393653009,2.255963294,2.292970411,1.624219046,2.305928457,1.687091337,3.159232406
Smim33,5.955034981,6.213830993,7.05721839,6.906524405,6.71613521,6.355254961,7.138162316,7.10468508
Smim36,3.086725277,3.25682234,3.922387411,3.966006149,4.225228331,4.624635221,1.687091337,2.842080403
Smim38,3.675690319,5.736158016,5.311410292,7.777655668,4.515315118,5.189970893,6.277842702,7.632683095
Smim40-ps,2.401420696,1.537020172,3.384233317,2.554785542,0,0,1.687091337,3.294995241
Smim5,1.050193754,2.264203111,2.255963294,3.551732836,3.051308336,0.990021039,2.937383043,3.53332125
Smim6,5.140200072,5.736158016,6.005779429,6.356466003,5.729792332,5.813216353,6.235962352,6.160282487
Smim7,11.40756994,11.11856655,10.92062121,10.99852764,11.33168103,11.19854427,10.94412687,10.85773688
Smim8,7.028654904,7.231726941,7.292615322,8.20700642,7.324905654,7.63828389,7.550637107,8.066605548
Smkr-ps,2.667674102,1.537020172,3.384233317,3.289309488,3.051308336,1.985005555,3.132616228,3.159232406
Smn1,9.704056788,9.736522612,9.690298481,9.410847032,10.05561477,9.900346241,9.74847209,9.429313011
Smndc1,11.4035837,10.95195835,10.83149108,10.7169492,11.0822182,11.09827388,10.84138862,10.73028173
Smo,3.549432527,4.630773111,5.34531042,3.873049614,3.222033221,4.373250014,3.45815989,4.219563117
Smox,12.6694885,12.10335298,11.12655113,10.48631767,12.48448358,11.45114681,11.01161415,10.4068808
Smpd1,9.188637104,9.415419142,9.603665839,10.26866188,9.153783606,9.23503415,9.737257938,10.27144919
Smpd2,8.148188246,8.858365265,8.67548207,9.609415468,8.497118031,8.862658349,8.77959957,9.432997425
Smpd3,10.24454768,9.901964043,10.9318209,9.746751078,10.38599941,10.12464863,11.02857905,10.34271361
Smpd4,9.493020674,9.35594364,9.507759483,9.113522974,9.108231771,9.272326371,9.615968244,9.416342953
Smpd5,4.180539918,5.058882069,5.801150963,6.423560319,4.86379765,5.652793294,5.468952542,6.030111938
Smpdl3a,7.120333525,7.899315372,7.48736656,7.991757948,7.102451179,7.734953439,7.397590483,8.273919868
Smpdl3b,6.364246796,6.33774123,6.310395071,6.304014781,6.730354636,6.609532887,6.703670798,6.47817057
Sms,9.704056788,9.758864407,8.688746521,8.447629582,9.769229408,9.803362073,8.677693524,8.522408804
Sms-ps,3.257985693,4.019306936,1.530203421,2.77630642,3.374675903,3.888207015,3.132616228,2.652837165
Smt3h2-ps,3.791782327,0.964193439,0.959126774,4.213571538,1.029542097,5.109831678,0,1.466240516
Smtn,8.850022437,8.276431811,8.207353277,7.607751081,8.000772851,7.380971337,8.263829923,7.626260672
Smtnl2,11.29955782,11.02685723,9.861128293,8.958136649,10.91254959,10.69251159,9.559784743,9.082798142
Smu1,11.58650656,11.54174897,11.68029864,11.54868562,11.79021782,11.75022927,11.58622276,11.49405654
Smug1,9.13743735,9.192039056,9.099602993,9.143683606,9.113666063,9.172299861,9.063196735,9.087481199
Smurf1,12.47399278,12.15871217,12.48003369,11.73273301,11.96911922,11.67694617,12.42349656,11.93084931
Smurf2,11.88616725,11.49212594,11.14230481,10.65198374,11.08152508,11.14739949,10.89871383,10.98051618
Smyd2,10.2188519,10.30474197,10.33497663,10.12990622,10.44754216,10.32871619,10.27330386,10.18341611
Smyd3,9.510070633,9.184984891,8.004838375,8.299215282,8.865718346,8.868758369,7.764584148,8.236459697
Smyd4,7.727574464,7.950129376,8.046649586,8.239954103,7.909992254,7.687428196,8.038743836,8.090130744
Smyd5,10.0381818,9.819337515,9.732539754,9.37950673,9.947174161,9.43738214,9.759599746,9.423768686
Snai1,2.667674102,4.019306936,3.730501544,3.42647974,3.63866916,3.441236399,3.840000937,3.916866015
Snai3,6.287216867,6.600629878,7.456679422,6.69197826,6.890878485,6.887031219,7.559153587,6.808251147
Snap23,11.17947322,11.12349452,11.22997822,11.42315583,10.92573943,11.17412242,11.26818287,11.33774254
Snap29,9.779821947,9.901964043,10.00194871,10.26294834,9.574112907,9.758072672,10.17005708,10.37945653
Snap47,9.78858221,10.08362378,10.13992805,10.44452707,9.826609967,10.09503441,10.14340212,10.33190048
Snapc1,10.26226624,9.771477504,9.362199034,9.20456323,9.95324893,9.776034867,9.407758278,9.073386176
Snapc2,9.263440455,9.134615687,8.753298858,9.00544004,9.329861651,9.21122731,8.864509109,8.829643284
Snapc3,8.263274226,8.307077229,8.648581597,8.653798107,8.366649573,8.315425364,8.609629414,8.593269999
Snapc4,9.090034148,9.177896065,9.41103556,8.864654844,8.900716834,8.68046077,9.386381139,9.252948689
Snapc5,5.381653748,5.543702492,5.801150963,7.230736309,5.757828339,5.652793294,6.734076176,7.141179904
Snapin,9.400044739,9.587563349,9.690298481,9.938162276,9.572140558,9.650653567,9.785235283,9.971762526
Snd1,13.81711851,13.24912908,12.65537762,12.0040096,13.28985662,12.95993609,12.577105,12.18712891
Sned1,3.257985693,3.633625333,4.380368515,3.873049614,2.857634183,2.790205635,4.141638214,4.286260155
Snf8,9.404610711,9.624532656,10.18859381,10.44956609,10.22585968,10.10022857,10.24587043,10.30400478
Snhg1,11.73755821,11.4849639,10.45142216,10.54775804,11.65466262,11.54031209,10.67014296,10.2548917
Snhg10,4.415849969,4.737484369,5.276694378,5.63685689,4.963469991,5.189970893,5.275795355,5.18031457
Snhg12,9.341716289,9.082424112,7.934199572,8.098268251,9.049900605,8.856532428,8.115816263,7.835597107
Snhg15,7.621743128,7.773288919,7.999525733,7.975080844,8.433358145,8.223213114,8.216159604,7.749572163
Snhg16,8.918667626,8.79491352,7.923018398,7.777655668,8.525934995,8.389422824,7.559153587,7.318957179
Snhg17,9.243189422,9.439330059,9.450506648,9.539298567,9.4507235,9.399962192,9.561905104,9.332033108
Snhg18,3.086725277,2.264203111,1.530203421,1.9728693,1.624219046,2.982491259,1.687091337,2.434968089
Snhg20,7.437960738,7.728708917,7.524829748,8.48344754,7.983067972,8.208858486,7.850356138,8.232236773
Snhg3,8.541369073,8.132298773,7.724797695,7.864731719,8.842996238,8.631074431,8.062899943,7.761342873
Snhg4,5.488743961,5.017124303,4.009537519,2.968297496,4.377550547,3.888207015,4.465363955,3.009353972
Snhg5,9.990383019,9.755693827,9.261488951,9.100767541,10.10009615,9.985616741,9.467792574,8.809943042
Snhg6,9.940946158,9.607046322,8.859749721,8.578514746,9.984728461,9.690803073,8.750148344,8.286193517
Snhg7,9.253350471,9.451138531,8.92565609,9.045928,9.97580418,9.754782655,8.874779859,8.713265366
Snhg7os,5.555961562,5.388596566,4.243251938,4.213571538,5.757828339,5.680800068,3.94770773,3.294995241
Snhg8,9.104138675,8.702432384,7.994193456,8.08796418,9.267847915,9.098949918,8.056898729,7.773018324
Snhg9,1.050193754,1.537020172,2.516182617,2.77630642,2.044089349,2.305928457,3.45815989,1.865726534
Snip1,8.931380529,9.2785286,9.252584211,9.316914173,9.215737923,9.414629944,9.27446913,9.124408266
Snn,8.482118377,9.650371071,10.56906338,10.95383319,8.872145184,9.632842599,10.62826211,10.99492049
Snora21,2.667674102,2.524781453,1.938247551,2.77630642,2.633868519,0.990021039,1.687091337,1.865726534
Snora2b,1.050193754,0.964193439,2.516182617,2.77630642,1.029542097,2.305928457,2.114401213,2.652837165
Snora31,4.953387349,4.929797973,5.646591998,6.093519066,5.757828339,5.595093932,5.573539236,5.214967731
Snora34,3.791782327,1.94595129,2.736560896,3.42647974,2.857634183,2.790205635,3.304550997,2.434968089
Snora41,4.263315024,2.74541698,3.624053349,4.488870016,3.63866916,3.566614686,4.729595549,3.830110394
Snora57,5.769253294,5.90593557,6.026822866,6.173661047,6.581430141,6.652595619,5.92936132,5.654328574
Snora62,0,0,2.927693521,1.9728693,2.368909375,1.571641822,2.443642934,2.178242633
Snora69,3.086725277,2.264203111,2.516182617,2.292970411,2.633868519,2.790205635,1.687091337,2.652837165
Snora73a,4.341597482,4.454267698,5.167234022,4.919092435,5.101147436,4.228961122,5.316551158,3.998699243
Snora73b,5.381653748,5.513986738,5.776513831,5.964285247,6.826149723,5.98028765,6.125612269,5.18031457
Snora78,2.667674102,2.936742981,3.509120784,4.424812223,3.754514997,3.566614686,3.132616228,3.294995241
Snord138,1.050193754,2.74541698,0,2.77630642,2.857634183,1.985005555,1.077266385,2.178242633
Snord17,3.899224286,2.264203111,2.736560896,3.137713623,2.368909375,3.681962772,2.937383043,2.842080403
Snord23,1.050193754,0.964193439,0,1.9728693,2.044089349,0,2.711532574,2.652837165
Snord32a,3.899224286,1.537020172,3.096441072,2.554785542,4.054904328,3.441236399,2.937383043,2.842080403
Snord34,2.667674102,2.74541698,0.959126774,2.554785542,3.051308336,3.441236399,3.45815989,2.434968089
Snord35a,3.086725277,3.393653009,3.384233317,3.666974962,3.861746085,3.788767283,3.840000937,3.63918141
Snord37,3.411056229,1.537020172,2.736560896,2.77630642,0,0,2.114401213,1.865726534
Snord42b,3.549432527,2.74541698,2.736560896,0,1.029542097,2.568292345,1.077266385,2.178242633
Snord43,2.074650594,0.964193439,0.959126774,0.981969675,2.368909375,0.990021039,2.937383043,1.466240516
Snord4a,3.086725277,3.1056412,1.938247551,1.9728693,3.374675903,2.790205635,3.304550997,2.434968089
Snord53,2.667674102,3.1056412,2.736560896,3.137713623,1.029542097,2.790205635,2.711532574,3.159232406
Snord55,5.183353988,4.630773111,4.16947533,2.968297496,3.222033221,4.373250014,4.312562184,3.294995241
Snord58b,3.549432527,3.393653009,4.16947533,4.135676331,3.374675903,3.441236399,3.45815989,4.469632952
Snord7,3.086725277,1.94595129,3.384233317,3.873049614,3.051308336,3.303915968,3.304550997,2.178242633
Snord71,2.892361419,2.264203111,1.938247551,0.981969675,1.624219046,0.990021039,0,1.466240516
Snord72,4.553788499,4.97412177,5.089356119,5.009218456,5.304909642,5.503972878,4.729595549,5.214967731
Snord73a,2.401420696,2.264203111,2.516182617,2.968297496,3.222033221,1.571641822,2.114401213,2.178242633
Snord73b,2.401420696,1.94595129,2.927693521,2.292970411,3.754514997,2.982491259,3.840000937,3.009353972
Snord8,3.257985693,1.94595129,0.959126774,2.292970411,2.633868519,2.568292345,1.687091337,2.842080403
Snord83b,3.257985693,1.94595129,3.096441072,3.873049614,3.512702516,3.441236399,3.72359965,3.63918141
Snord89,2.667674102,2.264203111,3.247501513,3.773688629,2.857634183,2.982491259,2.443642934,2.434968089
Snord98,0,2.74541698,1.530203421,1.560871642,0,0.990021039,1.687091337,0.911886927
Snrk,10.36657945,10.73648115,10.24355769,9.715297848,10.67224426,10.53840666,10.09003771,9.984372096
Snrnp200,13.28278998,13.0116281,12.98736033,12.40666125,12.426987,12.48677948,12.87892877,12.75874555
Snrnp25,9.713287895,9.109997886,8.553900812,8.431420514,9.521934558,8.957292511,8.563812615,8.023268632
Snrnp27,10.07874486,10.05553631,9.887252714,10.11222012,10.36336773,10.26770109,9.805062717,9.859883376
Snrnp35,8.978080428,9.201391274,9.061870776,9.246858496,9.505492481,9.290617114,9.194727373,9.189020566
Snrnp40,10.16873194,10.2640396,10.27687624,10.03922436,10.69689133,10.60112149,10.22862264,9.950070035
Snrnp48,11.14099788,10.64776387,10.41397457,10.35067885,10.70860992,10.61025242,10.41727459,10.22012969
Snrnp70,12.53357132,12.51080551,12.5013335,12.50699085,12.74607708,12.68301399,12.52887212,12.42169774
Snrpa,11.07950614,10.93803968,10.69765001,10.50386388,11.0731816,10.78975194,10.68675504,10.46381972
Snrpa1,10.76130926,10.81092188,10.72446427,10.51352034,11.32349703,11.07801386,10.72415748,10.33288685
Snrpb,12.16946937,12.36003088,12.66274847,12.69184967,12.80646619,12.67455115,12.69240277,12.5451384
Snrpb2,10.91802773,10.81853888,10.8596196,10.8448446,11.4930989,11.42395935,10.77804761,10.67534825
Snrpc,10.31657733,10.28728168,10.43380493,10.36675032,10.70501433,10.34849429,10.34523896,10.21264701
Snrpd1,11.13962906,11.03994862,11.29647213,11.16829787,11.6569907,11.69979516,11.32982957,11.08138834
Snrpd2,11.03969882,11.10305723,10.8043274,10.87587108,11.64812393,11.17412242,10.91622247,10.61823999
